"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_INDEX|INDSTR","41",,"INDSTR","15908.35","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ALLCAP","36",,"ALLCAP","10756.12","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLCAP","31",,"SMLCAP","54294.35","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEFMC","32",,"BSEFMC","22693.08","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|REALTY","21",,"REALTY","8413.34","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMEIPO","27",,"SMEIPO","101468.31","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|LRGCAP","42",,"LRGCAP","9722.48","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE500","4",,"BSE500","36795.89","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|FINSER","40",,"FINSER","11388.38","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|AUTO","13",,"AUTO","59234.54","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECD","8",,"BSECD","60202.03","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MFG","35",,"MFG","1114.11","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|OILGAS","15",,"OILGAS","31862.35","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|UTILS","46",,"UTILS","6436.36","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|GREENX","25",,"GREENX","7657.26","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDSEL","43",,"MIDSEL","17078.39","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEHC","33",,"BSEHC","40176.85","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ENERGY","39",,"ENERGY","13560.43","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLSEL","44",,"SMLSEL","8005.98","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX","1",,"SENSEX","81332.72","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDCAP","30",,"MIDCAP","47706.67","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CONDIS","38",,"CONDIS","10255.68","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|COMDTY","37",,"COMDTY","7683.25","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BANKEX","12",,"BANKEX","58638.77","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CPSE","29",,"CPSE","4474.19","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TECK","11",,"TECK","19147.83","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|POWER","22",,"POWER","8136.0","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECG","7",,"BSECG","73396.26","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CARBON","26",,"CARBON","4275.04","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE200","3",,"BSE200","11475.13","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE100","2",,"BSE100","26248.18","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TELCOM","45",,"TELCOM","3246.78","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIPO","23",,"BSEIPO","16293.18","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIT","34",,"BSEIT","41836.85","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|INFRA","28",,"INFRA","717.96","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|METAL","14",,"METAL","32261.59","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEPSU","10",,"BSEPSU","22276.77","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX50","47",,"SENSEX50","26087.07","",,"",,"INDEX",,"BSE_INDEX"
"BSE_EQ|INE008B01013","524288","AIMCOPEST","AIMCO PESTICIDES LTD","96.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE849D08TW5","956260","825ISEC27","ISECPD82526427PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9079L01011","890200","IYKOTPP","IYKOT HITECH TOOLROOM LTD","13.65","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9304E01018","890201","SAVFIPP","SAVANI FINANCIALS LTD","17.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE499G01013","524314","GUJTERC","GUJARAT TERCE LABORATORIES LTD","47.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9624Z01014","890202","SOLARAPP","SOLARA ACTIVE PHARMA SCIENCES","332.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE999H07082","974380","7LKCP26A","LKCPL7261026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9923K01012","890203","VSFPROJPP","VSF PROJECTS LIMITED","23.85","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE573R01012","524324","SEYAIND","SEYA INDUSTRIES LTD","31.69","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE704P01025","540678","COCHINSHIP","COCHIN SHIPYARD LIMITED","2466.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9236Y01010","890204","NGILPP","NAKODA GROUP OF INDUSTRIES LIM","14.57","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE785A01026","524330","JAYAGROGN","JAYANT AGROORGANICS LTD","305.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE412G01024","524332","BCLIND","BCL INDUSTRIES LIMITED","62.29","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE733E07KL3","958879","732NTPC29","NTPC73217729PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN9671H01013","890205","SOBHAPP","SOBHA LIMITED","944.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065E01017","524336","SHHARICH","SHREE HARI CHEMICALS EXPORT LT","87.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE880L01014","540680","KIOCL","KIOCL LIMITED","457.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE803D01021","524342","INDOBORAX","INDO BORAX  CHEMICALS LTD","189.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE163N08115","959105","88OPAL25","OPAL88310032025PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0CJZ08050","975071","10RGWSPL25","RGWSPL1011325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SP9","939359","965SCL29","SCL96526329NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE767A01016","524348","AARTIDRUGS","AARTI DRUGS LTD","526.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SS3","939361","1015SCFL29","SCL101526329NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338D01028","524370","BODALCHEM","BODAL CHEMICALS LTD","82.14","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08BO2","958661","83REC29","RECL8325319PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE191A01027","524372","ORCHPHARMA","ORCHID PHARMA LIMITED","1428.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE582L14HO5","727343","THDC250624","THDCL24924CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE985V07066","974844","950AFL26","AFPL95015526PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE579C01029","524394","VIMTALABS","VIMTA LABS LTD","550.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE829A01014","524396","BIOFILCHEM","BIOFIL CHEMICALS  PHARMACEUTI","64.83","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE806D01016","524400","ISHITADR","ISHITA DRUGS  INDUSTRIES LTD","74.94","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750C01026","524404","MARKSANS","MARKSANS PHARMA LTD","200.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE113E01015","524408","UNIVSTAR","UNIVERSAL STARCHCHEM ALLIED L","220.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198H01019","524412","AAREYDRUGS","AAREY DRUGS  PHARMACEUTICALS","50.37","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE744C01029","524414","NORRIS","NORRIS MEDICINES LTD","12.82","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08BX4","959228","7NABARD30","NABARD743310130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE810M01019","524434","ASINPET","ASIAN PETROPRODUCTS  EXPORTS","22.61","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198C01010","524440","CAMEXLTD","CAMEX LTD","58.81","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SV7","939375","1025SCFL34","SC102526334NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE313M01030","524444","EVEXIA","EVEXIA LIFECARE LIMITED","2.96","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE319N01019","524458","INDOEURO","INDO EURO INDCHEM LTD","15.4","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE036D01028","590003","KARURVYSYA","KARUR VYSYA BANK LTD","222.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE484C01030","590005","TIDEWATER","TIDE WATER OIL INDIA LTD","2633.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE312C01025","524470","SYNCOMF","SYNCOM FORMULATIONS INDIA LT","15.19","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CN5","950458","850PFCL24","PFC850151224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CP0","950459","880PFCL25","PFC88015125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CS4","950460","890PFCL25","PFC89015325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE445C01015","590013","XPROINDIA","XPRO INDIA LTD","1018.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07SQ7","939381","1025SCL34","SCL102526334NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE249D01019","524480","RIDDHI","RIDDHI SIDDHI GLUCO BIOLS LTD","667.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DS2","950465","946PFCL26","PFC9461826PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE598C01011","590018","HISARMETAL","HISAR METAL INDUSTRIES LTD","202.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DU8","950467","945PFCL26","945PFC26","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FL2","950468","900PFCL28","PFC90011328PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE838B01013","590021","BHARATRAS","BHARAT RASAYAN LTD","11058.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FQ1","950471","894PFCL28","PFC89425328PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE038B01010","524488","SVCIND","SVC INDUSTRIES LIMITED","4.06","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE424C01010","590025","GINNIFILA","GINNI FILAMENTS LTD","31.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01CY077L6","939383","11IFL25","IFL1119525NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE571A01038","524494","IPCALAB","IPCA LABORATORIES LTD","1284.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE244A01016","590031","DENORA","DE NORA INDIA LTD","1788.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN001226C074","800449","GS16DEC2026","GS16DEC2026C","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE729D01010","524500","KILITCH","KILITCH DRUGS INDIA LTD","360.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07125","950485","775PFCL26","PFC775151011PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE548H01015","524502","RAAJMEDI","RAAJ MEDISAFE INDIA LTD","104.8","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01CY077T9","939385","1150IFL26","IFL115019426NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE270D01015","524504","REVAORG","REVATI ORGANICS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE641C01019","590041","KAVVERITEL","KAVVERI TELECOM PRODUCTS LTD","31.94","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE683E01017","524506","CORALAB","CORAL LABORATORIES LTD","715.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE540P07087","955770","897UPPCL25","UPPCL89714225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07141","950494","816PFCL26","PFC816251126PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07240","950497","872PFCL22A","PFC87230327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276N01011","524514","TULASEEBIOE","TULASEE BIOETHANOL LTD","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE667G01023","590051","SAKSOFT","SAKSOFT LTD","295.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE711D01018","524516","BACPHAR","BACIL PHARMA LTD","18.37","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE268B01013","524518","KREBSBIO","KREBS BIOCHEMICALS  INDUSTRIE","94.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE879K01018","524520","KMCSHIL","KMC SPECIALITY HOSPITALS INDI","84.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE217G01035","590057","EQUIPPP","EQUIPPP SOCIAL IMPACT TECHNOLO","24.64","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE919B01011","524522","LAFFANSQ","LAFFANS PETROCHEMICALS LTD","40.85","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715B01021","590062","ANDHRSUGAR","ANDHRA SUGARS LTD","116.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE805C01028","590066","KCP","KCPLTD","254.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE731C01018","590068","KHAITANLTD","KHAITAN INDIA LTD","90.36","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE972C01018","524534","BHASKAGR","BHASKAR AGROCHEMICALS LTD","76.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE660A01013","590071","SUNDARMFIN","SUNDARAM FINANCE LTD","4415.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE073D01013","590072","SUNDRMBRAK","SUNDARAM BRAKE LININGS LTD","781.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715A01015","590073","WHEELS","WHEELS INDIA LTD","866.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE112F01022","590075","LAMBODHARA","LAMBODHARA TEXTILES LTD","186.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE07GA01011","543391","SGFRL","SUYOG GURBAXANI FUNICULAR ROPE","144.0","",,"0.05","1500","EQUITY",,"BSE_EQ"
"BSE_EQ|INE450E01011","524542","SUKHJITS","SUKHJIT STARCH  CHEMICALS LTD","524.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE06DM01015","524546","SATAGRI","SATIATE AGRI LIMITED","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE465H01012","524548","SHARMEH","SHARMA EAST INDIA HOSPITALS ","60.73","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE725E01024","590086","ORISSAMINE","ORISSA MINERALS DEVELOPMENT CO","7831.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE765G01017","540716","ICICIGI","ICICI LOMBARD GENERAL INSURANC","1964.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121A08OK1","959112","10CIFPERP","CIFCL1075PERPETUALPVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403G07095","975479","825SCCL29","SCCL82511329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE794A01010","524558","NEULANDLAB","NEULAND LABORATORIES LTD","8383.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB17I5","590095","GOLDBEES","NIPPON INDIA ETF GOLD BEES","59.97","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01037","590096","LIQUIDBEES","NIPPON INDIA ETF LIQUID BEES","1000.01","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174KA1HJ8","590097","GOLD1","KOTAK MAHINDRA MUTUAL FUND  K","59.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA16D8","590098","SETFGOLD","SBI MUTUAL FUND  SBI GOLD EXC","61.56","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01408","590099","QGOLDHALF","QUANTUM GOLD FUND  EXCHANGE T","59.94","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE052E01015","524564","GAYATRIBI","GAYATRI BIOORGANICS LTD","6.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF789F1AUX7","590101","GOLDSHARE","UTI MUTUAL FUND  UTI GOLD EXC","60.97","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB14I2","590103","NIFTYBEES","NIPPON INDIA ETF NIFTY BEES","276.02","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01045","590104","JUNIORBEES","NIPPON INDIA ETF JUNIOR BEES","782.43","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE371C01013","524570","PODDARMENT","PODDAR PIGMENTS LTD","430.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF373I01023","590107","PSUBANK","KOTAK MAHINDRA MUTUAL FUND  K","724.88","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE117D01018","524572","PHARMAID","PHARMAIDS PHARMACEUTICALS LTD","45.76","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01128","590109","SHARIABEES","NIPPON INDIA ETF SHARIAH BEES","575.35","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01028","590110","QNIFTY","QUANTUM NIFTY 50 ETF","2674.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE737C01023","524576","VIVIDIND","VIVID GLOBAL INDUSTRIES LTD","20.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB19I1","590113","HNGSNGBEES","NIPPON INDIA ETF HANG SENG BEE","289.83","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF247L01536","590115","MOM50","MOTILAL OSWAL MUTUAL FUND","253.64","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE686C01014","524580","PRIYALT","PRIYA LTD","14.25","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121H07BT6","955782","85ILFSFS27","ILFSFSL8520227PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE314D01011","524582","TIRUSTA","TIRUPATI STARCH  CHEMICALS LT","188.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE614X07274","936840","1004DLSL24","DLSL10046924NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE422G01015","524590","HEMORGANIC","HEMO ORGANIC LIMITED","9.71","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE263B01022","524592","JDORGOCHEM","JD ORGOCHEM LTD","17.12","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08IT9","955784","76PFCL27","PFC76020227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994D01010","524594","AEONXDIGI","AEONX DIGITAL TECHNOLOGY LIMIT","130.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE542B01011","524598","AKSHARCHEM","AKSHARCHEM INDIA LTD","324.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01F59","590136","BANKNIFTY1","KOTAK MAHINDRA MUTUAL FUND  P","525.96","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA1580","590137","SETFNIFBK","SBI MUTUAL FUNDPERMITTED","520.77","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE875N01036","524602","BANDARAM","BANDARAM PHARMA PACKTECH LIMIT","31.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276T01018","524604","ADLINE","ADLINE CHEM LAB LIMITED","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE415H01017","524606","BERLDRG","BERYL DRUGS LTD","31.26","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08676","974593","740PGCL33","PGCL74017233PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE056E01024","524614","INDXTRA","IEL LIMITED","6.38","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532B01020","524622","ISTRNETWK","ISTREET NETWORK LIMITED","4.27","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE076D01016","524624","GAGAN","GAGAN GASES LTD","22.7","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE327G01032","540728","SAYAJIIND","SAYAJI INDUSTRIES LIMITED","176.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750B01010","524628","PARKERAC","PARKER AGROCHEM EXPORTS LTD","18.29","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE551C01028","524632","SHUKRAPHAR","SHUKRA PHARMACEUTICALS LIMITED","85.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE058F01019","524634","ALUFLUOR","ALUFLUORIDE LTD","491.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE013A07A66","950619","942RCL2024","RCL942B3014824PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE102E01018","524636","OXYGENTAPH","OXYGENTA PHARMACEUTICAL LIMITE","32.23","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062Y01012","540730","MEHAI","MEHAI TECHNOLOGY  LIMITED","38.16","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE078I01011","524640","ARCHITORG","ARCHIT ORGANOSYS LTD","54.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE528E01022","524642","SIKOZY","SIKOZY REALTORS LIMITED","1.19","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07182","961718","PFCBT1S4","PFCBT1S4","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE760F01028","524648","INDOAMIN","INDO AMINES LTD","150.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE788B01028","524652","INDSWFTLTD","INDSWIFT LTD","21.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE936B01015","524654","NATCAPSUQ","NATURAL CAPSULES LTD","338.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532F07FM4","939411","EFS290424","EFSL29427NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994B01014","524663","BIBCL","BHARAT IMMUNOLOGICALS  BIOLOG","33.7","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE035D01020","524667","SOTL","SAVITA OIL TECHNOLOGIES LTD","601.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE782E01017","524669","HESTERBIO","HESTER BIOSCIENCES LTD","3206.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE645C01010","524675","KABSON","KABSONS INDUSTRIES LTD","33.39","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE00WJ08019","958025","JFCZC28","JFCZC27628PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE402Y01028","540738","STL","SHREEJI TRANSLOGISTICS LIMITED","24.6","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE473E01021","524687","BASANTGL","BASANT AGRO TECH INDIA LTD","21.35","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08DK6","960409","594RECL26","RECL59431126PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE751D01014","524703","SANDUPHQ","SANDU PHARMACEUTICALS LTD","59.92","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08182","959117","899BOBPER","BOB899PERPETUALPVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE295D01020","524709","NACLIND","NACL INDUSTRIES LIMITED","70.66","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE427C01021","524711","VISTAPH","VISTA PHARMACEUTICALS LTD","13.7","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE044A01036","524715","SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES","1713.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE150C01011","524717","TITANBIO","TITAN BIOTECH LTD","580.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E08029","955805","76IREDA27","IREDA76023227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE806T01012","543397","SAPPHIRE","SAPPHIRE FOODS INDIA LIMITED","1556.6","",,"0.05","1","EQUITY",,"BSE_EQ"
